,population,state,year
1083,23462.518,FL,2025
1084,2220.0,GA,1900
1085,2263.0,GA,1901
1086,2305.0,GA,1902
1087,2346.0,GA,1903
1088,2387.0,GA,1904
1089,2427.0,GA,1905
1090,2466.0,GA,1906
1091,2505.0,GA,1907
1092,2543.0,GA,1908
1093,2580.0,GA,1909
1094,2618.0,GA,1910
1095,2644.0,GA,1911
1096,2676.0,GA,1912
1097,2733.0,GA,1913
1098,2776.0,GA,1914
1099,2810.0,GA,1915
1100,2856.0,GA,1916
1101,2885.0,GA,1917
1102,2941.0,GA,1918
1103,2870.0,GA,1919
1104,2926.0,GA,1920
1105,2965.0,GA,1921
1106,2965.0,GA,1922
1107,2954.0,GA,1923
1108,2920.0,GA,1924
1109,2883.0,GA,1925
1110,2869.0,GA,1926
1111,2891.0,GA,1927
1112,2903.0,GA,1928
1113,2903.0,GA,1929
1114,2910.0,GA,1930
1115,2924.0,GA,1931
1116,2935.0,GA,1932
1117,2950.0,GA,1933
1118,2964.0,GA,1934
1119,2955.0,GA,1935
1120,2978.0,GA,1936
1121,3037.0,GA,1937
1122,3091.0,GA,1938
1123,3120.0,GA,1939
1124,3119.0,GA,1940
1125,3179.0,GA,1941
1126,3209.0,GA,1942
1127,3245.0,GA,1943
1128,3176.0,GA,1944
1129,3119.0,GA,1945
1130,3242.0,GA,1946
1131,3272.0,GA,1947
1132,3259.0,GA,1948
1133,3325.0,GA,1949
1134,3458.0,GA,1950
1135,3531.0,GA,1951
1136,3584.0,GA,1952
1137,3558.0,GA,1953
1138,3602.0,GA,1954
1139,3636.0,GA,1955
1140,3701.0,GA,1956
1141,3766.0,GA,1957
1142,3804.0,GA,1958
1143,3868.0,GA,1959
1144,3956.0,GA,1960
1145,4015.0,GA,1961
1146,4086.0,GA,1962
1147,4172.0,GA,1963
1148,4258.0,GA,1964
1149,4332.0,GA,1965
1150,4379.0,GA,1966
1151,4408.0,GA,1967
1152,4482.0,GA,1968
1153,4551.0,GA,1969
1154,4587.93,GA,1970
1155,4711.55,GA,1971
1156,4809.49,GA,1972
1157,4910.374,GA,1973
1158,4999.419,GA,1974
1159,5064.075,GA,1975
1160,5132.812,GA,1976
1161,5219.697,GA,1977
1162,5295.751,GA,1978
1163,5401.384,GA,1979
1164,5486.174,GA,1980
1165,5568.345,GA,1981
1166,5649.792,GA,1982
1167,5728.25,GA,1983
1168,5834.954,GA,1984
1169,5962.661,GA,1985
1170,6084.666,GA,1986
1171,6208.467,GA,1987
1172,6316.142,GA,1988
1173,6411.099,GA,1989
1174,6506.531,GA,1990
1175,6621.279,GA,1991
1176,6759.474,GA,1992
1177,6894.092,GA,1993
1178,7045.9,GA,1994
1179,7188.538,GA,1995
1180,7332.225,GA,1996
1181,7486.094,GA,1997
1182,7636.522,GA,1998
1183,7788.24,GA,1999
1184,8227.303,GA,2000
1185,8377.038,GA,2001
1186,8508.256,GA,2002
1187,8622.793,GA,2003
1188,8769.252,GA,2004
1189,8925.922,GA,2005
1190,9155.813,GA,2006
1191,9349.988,GA,2007
1192,9504.843,GA,2008
1193,9620.846,GA,2009
1194,9712.209,GA,2010
1195,9803.63,GA,2011
1196,9903.58,GA,2012
1197,9975.592,GA,2013
1198,10071.204,GA,2014
1199,10183.353,GA,2015
1200,10308.442,GA,2016
1201,10417.031,GA,2017
1202,10519.389,GA,2018
1203,10628.02,GA,2019
1204,10732.595,GA,2020
1205,10793.038,GA,2021
1206,10929.992,GA,2022
1207,11063.669,GA,2023
1208,11204.208,GA,2024
1209,11302.748,GA,2025
1210,498.0,HI,1950
1211,514.0,HI,1951
1212,517.0,HI,1952
1213,510.0,HI,1953
1214,505.0,HI,1954
1215,539.0,HI,1955
1216,559.0,HI,1956
1217,584.0,HI,1957
1218,605.0,HI,1958
1219,622.0,HI,1959
1220,642.0,HI,1960
1221,659.0,HI,1961
1222,684.0,HI,1962
1223,682.0,HI,1963
1224,700.0,HI,1964
1225,704.0,HI,1965
1226,710.0,HI,1966
1227,723.0,HI,1967
1228,734.0,HI,1968
1229,750.0,HI,1969
1230,769.913,HI,1970
1231,801.644,HI,1971
1232,828.331,HI,1972
1233,851.595,HI,1973
1234,867.978,HI,1974
1235,886.16,HI,1975
1236,904.191,HI,1976
1237,918.259,HI,1977
1238,931.584,HI,1978
1239,953.306,HI,1979
1240,967.71,HI,1980
1241,978.195,HI,1981
1242,993.78,HI,1982
1243,1012.717,HI,1983
1244,1027.922,HI,1984
1245,1039.698,HI,1985
1246,1051.762,HI,1986
1247,1067.918,HI,1987
1248,1079.828,HI,1988
1249,1094.588,HI,1989
1250,1112.703,HI,1990
1251,1131.412,HI,1991
1252,1149.926,HI,1992
1253,1161.508,HI,1993
1254,1173.903,HI,1994
1255,1180.49,HI,1995
1256,1184.434,HI,1996
1257,1189.322,HI,1997
1258,1190.472,HI,1998
1259,1185.497,HI,1999
1260,1213.519,HI,2000
1261,1225.948,HI,2001
1262,1239.613,HI,2002
1263,1251.154,HI,2003
1264,1273.569,HI,2004
1265,1292.729,HI,2005
1266,1309.731,HI,2006
1267,1315.675,HI,2007
1268,1332.213,HI,2008
1269,1346.717,HI,2009
1270,1364.004,HI,2010
1271,1379.562,HI,2011
1272,1395.199,HI,2012
1273,1408.822,HI,2013
1274,1415.335,HI,2014
1275,1422.999,HI,2015
1276,1428.885,HI,2016
1277,1425.763,HI,2017
1278,1423.102,HI,2018
1279,1415.615,HI,2019
1280,1451.13,HI,2020
1281,1446.909,HI,2021
1282,1437.812,HI,2022
1283,1434.95,HI,2023
1284,1434.952,HI,2024
1285,1432.82,HI,2025
1286,163.0,ID,1900
1287,176.0,ID,1901
1288,199.0,ID,1902
1289,216.0,ID,1903
1290,229.0,ID,1904
1291,246.0,ID,1905
1292,262.0,ID,1906
1293,277.0,ID,1907
1294,291.0,ID,1908
1295,311.0,ID,1909
1296,329.0,ID,1910
1297,343.0,ID,1911
1298,359.0,ID,1912
1299,371.0,ID,1913
1300,384.0,ID,1914
1301,394.0,ID,1915
1302,405.0,ID,1916
1303,413.0,ID,1917
1304,405.0,ID,1918
1305,424.0,ID,1919
1306,433.0,ID,1920
1307,435.0,ID,1921
1308,436.0,ID,1922
1309,436.0,ID,1923
1310,434.0,ID,1924
1311,436.0,ID,1925
1312,441.0,ID,1926
1313,447.0,ID,1927
1314,449.0,ID,1928
1315,447.0,ID,1929
1316,447.0,ID,1930
1317,454.0,ID,1931
1318,459.0,ID,1932
1319,464.0,ID,1933
1320,473.0,ID,1934
1321,481.0,ID,1935
1322,495.0,ID,1936
1323,507.0,ID,1937
1324,513.0,ID,1938
1325,521.0,ID,1939
1326,522.0,ID,1940
1327,501.0,ID,1941
1328,478.0,ID,1942
1329,500.0,ID,1943
1330,529.0,ID,1944
1331,507.0,ID,1945
1332,509.0,ID,1946
1333,522.0,ID,1947
1334,551.0,ID,1948
1335,570.0,ID,1949
1336,590.0,ID,1950
1337,589.0,ID,1951
1338,587.0,ID,1952
1339,596.0,ID,1953
1340,600.0,ID,1954
1341,618.0,ID,1955
1342,628.0,ID,1956
1343,642.0,ID,1957
1344,646.0,ID,1958
1345,657.0,ID,1959
1346,671.0,ID,1960
1347,684.0,ID,1961
1348,692.0,ID,1962
1349,683.0,ID,1963
1350,680.0,ID,1964
1351,686.0,ID,1965
1352,689.0,ID,1966
1353,688.0,ID,1967
1354,695.0,ID,1968
1355,707.0,ID,1969
1356,713.015,ID,1970
1357,738.753,ID,1971
1358,763.237,ID,1972
1359,782.074,ID,1973
1360,807.99,ID,1974
1361,831.982,ID,1975
1362,856.983,ID,1976
1363,883.469,ID,1977
1364,910.69,ID,1978
1365,932.627,ID,1979
1366,947.983,ID,1980
1367,962.204,ID,1981
1368,973.721,ID,1982
1369,981.869,ID,1983
1370,990.839,ID,1984
1371,994.051,ID,1985
1372,990.224,ID,1986
1373,984.997,ID,1987
1374,985.664,ID,1988
1375,994.416,ID,1989
1376,1011.882,ID,1990
1377,1038.915,ID,1991
1378,1066.49,ID,1992
1379,1101.204,ID,1993
1380,1135.459,ID,1994
1381,1165.0,ID,1995
1382,1187.706,ID,1996
1383,1210.638,ID,1997
1384,1230.923,ID,1998
1385,1251.7,ID,1999
1386,1299.43,ID,2000
1387,1319.962,ID,2001
1388,1340.372,ID,2002
1389,1363.38,ID,2003
1390,1391.802,ID,2004
1391,1428.241,ID,2005
1392,1468.669,ID,2006
1393,1505.105,ID,2007
1394,1534.32,ID,2008
1395,1554.439,ID,2009
1396,1570.819,ID,2010
1397,1584.272,ID,2011
1398,1595.91,ID,2012
1399,1612.053,ID,2013
1400,1632.248,ID,2014
1401,1652.495,ID,2015
1402,1684.036,ID,2016
1403,1719.745,ID,2017
1404,1752.074,ID,2018
1405,1789.06,ID,2019
1406,1849.328,ID,2020
1407,1904.855,ID,2021
1408,1942.951,ID,2022
1409,1970.497,ID,2023
1410,2000.872,ID,2024
1411,2029.733,ID,2025
1412,4828.0,IL,1900
1413,4914.0,IL,1901
1414,4992.0,IL,1902
1415,5071.0,IL,1903
1416,5161.0,IL,1904
1417,5241.0,IL,1905
1418,5309.0,IL,1906
1419,5384.0,IL,1907
1420,5474.0,IL,1908
1421,5567.0,IL,1909
1422,5668.0,IL,1910
1423,5757.0,IL,1911
1424,5828.0,IL,1912
1425,5961.0,IL,1913
1426,6109.0,IL,1914
1427,6194.0,IL,1915
1428,6274.0,IL,1916
1429,6313.0,IL,1917
1430,6275.0,IL,1918
1431,6392.0,IL,1919
1432,6663.0,IL,1920
1433,6858.0,IL,1921
1434,6958.0,IL,1922
1435,7068.0,IL,1923
1436,7215.0,IL,1924
1437,7306.0,IL,1925
1438,7395.0,IL,1926
1439,7519.0,IL,1927
1440,7576.0,IL,1928
1441,7606.0,IL,1929
1442,7644.0,IL,1930
1443,7687.0,IL,1931
1444,7736.0,IL,1932
1445,7768.0,IL,1933
1446,7772.0,IL,1934
1447,7797.0,IL,1935
1448,7840.0,IL,1936
1449,7857.0,IL,1937
1450,7866.0,IL,1938
1451,7890.0,IL,1939
1452,7905.0,IL,1940
1453,7995.0,IL,1941
1454,8057.0,IL,1942
1455,7761.0,IL,1943
1456,7719.0,IL,1944
1457,7601.0,IL,1945
1458,8155.0,IL,1946
1459,8341.0,IL,1947
1460,8552.0,IL,1948
1461,8670.0,IL,1949
1462,8738.0,IL,1950
1463,8790.0,IL,1951
1464,8956.0,IL,1952
1465,9065.0,IL,1953
1466,9252.0,IL,1954
1467,9435.0,IL,1955
1468,9530.0,IL,1956
1469,9668.0,IL,1957
1470,9886.0,IL,1958
1471,9986.0,IL,1959
1472,10086.0,IL,1960
1473,10130.0,IL,1961
1474,10280.0,IL,1962
1475,10402.0,IL,1963
1476,10580.0,IL,1964
1477,10693.0,IL,1965
1478,10836.0,IL,1966
1479,10947.0,IL,1967
1480,10995.0,IL,1968
1481,11039.0,IL,1969
1482,11110.285,IL,1970
1483,11202.397,IL,1971
1484,11251.948,IL,1972
1485,11251.367,IL,1973
1486,11262.145,IL,1974
1487,11291.743,IL,1975
1488,11342.853,IL,1976
1489,11386.316,IL,1977
1490,11412.561,IL,1978
1491,11396.837,IL,1979
1492,11434.702,IL,1980
1493,11443.458,IL,1981
1494,11423.412,IL,1982
1495,11408.818,IL,1983
1496,11412.132,IL,1984
1497,11399.806,IL,1985
1498,11387.257,IL,1986
1499,11391.178,IL,1987
1500,11390.183,IL,1988
1501,11409.782,IL,1989
1502,11446.979,IL,1990
1503,11535.973,IL,1991
1504,11635.197,IL,1992
1505,11725.984,IL,1993
1506,11804.986,IL,1994
1507,11884.935,IL,1995
1508,11953.003,IL,1996
1509,12011.509,IL,1997
1510,12069.774,IL,1998
1511,12128.37,IL,1999
1512,12434.161,IL,2000
1513,12488.445,IL,2001
1514,12525.556,IL,2002
1515,12556.006,IL,2003
1516,12589.773,IL,2004
1517,12609.903,IL,2005
1518,12643.955,IL,2006
1519,12695.866,IL,2007
1520,12747.038,IL,2008
1521,12796.778,IL,2009
1522,12840.545,IL,2010
1523,12867.783,IL,2011
1524,12883.029,IL,2012
1525,12895.778,IL,2013
1526,12885.092,IL,2014
1527,12859.585,IL,2015
1528,12821.709,IL,2016
1529,12779.893,IL,2017
1530,12724.685,IL,2018
1531,12667.017,IL,2019
1532,12795.348,IL,2020
1533,12703.354,IL,2021
1534,12609.577,IL,2022
1535,12633.389,IL,2023
1536,12703.033,IL,2024
1537,12719.141,IL,2025
1538,2518.0,IN,1900
1539,2541.0,IN,1901
1540,2567.0,IN,1902
1541,2594.0,IN,1903
1542,2614.0,IN,1904
1543,2635.0,IN,1905
1544,2663.0,IN,1906
1545,2679.0,IN,1907
1546,2677.0,IN,1908
1547,2678.0,IN,1909
1548,2713.0,IN,1910
1549,2751.0,IN,1911
1550,2785.0,IN,1912
1551,2824.0,IN,1913
1552,2857.0,IN,1914
1553,2873.0,IN,1915
1554,2897.0,IN,1916
1555,2910.0,IN,1917
1556,2880.0,IN,1918
1557,2906.0,IN,1919
1558,2947.0,IN,1920
1559,2976.0,IN,1921
1560,2965.0,IN,1922
1561,3042.0,IN,1923
1562,3086.0,IN,1924
1563,3119.0,IN,1925
1564,3148.0,IN,1926
1565,3191.0,IN,1927
1566,3212.0,IN,1928
1567,3226.0,IN,1929
1568,3242.0,IN,1930
1569,3257.0,IN,1931
1570,3281.0,IN,1932
1571,3304.0,IN,1933
1572,3319.0,IN,1934
1573,3332.0,IN,1935
1574,3348.0,IN,1936
1575,3374.0,IN,1937
1576,3386.0,IN,1938
1577,3403.0,IN,1939
1578,3433.0,IN,1940
1579,3483.0,IN,1941
1580,3507.0,IN,1942
1581,3449.0,IN,1943
1582,3440.0,IN,1944
1583,3427.0,IN,1945
1584,3702.0,IN,1946
1585,3779.0,IN,1947
1586,3877.0,IN,1948
1587,3958.0,IN,1949
1588,3967.0,IN,1950
1589,4096.0,IN,1951
1590,4148.0,IN,1952
1591,4182.0,IN,1953
1592,4264.0,IN,1954
1593,4363.0,IN,1955
1594,4458.0,IN,1956
1595,4529.0,IN,1957
1596,4583.0,IN,1958
1597,4613.0,IN,1959
1598,4674.0,IN,1960
1599,4730.0,IN,1961
1600,4736.0,IN,1962
1601,4799.0,IN,1963
1602,4856.0,IN,1964
1603,4922.0,IN,1965
1604,4999.0,IN,1966
1605,5053.0,IN,1967
1606,5093.0,IN,1968
1607,5143.0,IN,1969
1608,5195.392,IN,1970
1609,5253.396,IN,1971
1610,5302.435,IN,1972
1611,5338.277,IN,1973
1612,5361.89,IN,1974
1613,5365.766,IN,1975
1614,5389.088,IN,1976
1615,5425.638,IN,1977
1616,5470.214,IN,1978
1617,5501.174,IN,1979
1618,5490.721,IN,1980
1619,5480.435,IN,1981
1620,5467.922,IN,1982
1621,5450.395,IN,1983
1622,5458.322,IN,1984
1623,5459.211,IN,1985
1624,5454.108,IN,1986
1625,5473.012,IN,1987
1626,5491.735,IN,1988
1627,5523.693,IN,1989
1628,5555.097,IN,1990
1629,5602.062,IN,1991
1630,5648.649,IN,1992
1631,5701.965,IN,1993
1632,5745.626,IN,1994
1633,5791.819,IN,1995
1634,5834.908,IN,1996
1635,5872.37,IN,1997
1636,5907.617,IN,1998
1637,5942.901,IN,1999
1638,6091.866,IN,2000
1639,6127.76,IN,2001
1640,6155.967,IN,2002
1641,6196.638,IN,2003
1642,6233.007,IN,2004
1643,6278.616,IN,2005
1644,6332.669,IN,2006
1645,6379.599,IN,2007
1646,6424.806,IN,2008
1647,6459.325,IN,2009
1648,6490.555,IN,2010
1649,6517.25,IN,2011
1650,6538.989,IN,2012
1651,6570.575,IN,2013
1652,6596.019,IN,2014
1653,6611.442,IN,2015
1654,6637.898,IN,2016
1655,6662.068,IN,2017
1656,6698.481,IN,2018
1657,6731.01,IN,2019
1658,6790.29,IN,2020
1659,6814.223,IN,2021
1660,6841.491,IN,2022
1661,6881.373,IN,2023
1662,6934.754,IN,2024
1663,6973.333,IN,2025
1664,2231.0,IA,1900
1665,2227.0,IA,1901
1666,2222.0,IA,1902
1667,2217.0,IA,1903
1668,2212.0,IA,1904
1669,2211.0,IA,1905
1670,2214.0,IA,1906
1671,2217.0,IA,1907
1672,2220.0,IA,1908
1673,2223.0,IA,1909
1674,2228.0,IA,1910
1675,2249.0,IA,1911
1676,2279.0,IA,1912
1677,2305.0,IA,1913
1678,2338.0,IA,1914
1679,2366.0,IA,1915
1680,2376.0,IA,1916
1681,2382.0,IA,1917
1682,2351.0,IA,1918
1683,2379.0,IA,1919
1684,2400.0,IA,1920
1685,2407.0,IA,1921
1686,2428.0,IA,1922
1687,2425.0,IA,1923
1688,2420.0,IA,1924
1689,2427.0,IA,1925
1690,2432.0,IA,1926
1691,2441.0,IA,1927
1692,2450.0,IA,1928
1693,2460.0,IA,1929
1694,2475.0,IA,1930
1695,2482.0,IA,1931
1696,2489.0,IA,1932
1697,2495.0,IA,1933
1698,2510.0,IA,1934
1699,2524.0,IA,1935
1700,2509.0,IA,1936
1701,2498.0,IA,1937
1702,2494.0,IA,1938
1703,2520.0,IA,1939
1704,2537.0,IA,1940
1705,2491.0,IA,1941
1706,2439.0,IA,1942
1707,2334.0,IA,1943
1708,2301.0,IA,1944
1709,2308.0,IA,1945
1710,2467.0,IA,1946
1711,2509.0,IA,1947
1712,2543.0,IA,1948
1713,2578.0,IA,1949
1714,2625.0,IA,1950
1715,2617.0,IA,1951
1716,2626.0,IA,1952
1717,2629.0,IA,1953
1718,2626.0,IA,1954
1719,2679.0,IA,1955
1720,2703.0,IA,1956
1721,2716.0,IA,1957
1722,2708.0,IA,1958
1723,2729.0,IA,1959
1724,2756.0,IA,1960
1725,2756.0,IA,1961
1726,2750.0,IA,1962
1727,2747.0,IA,1963
1728,2746.0,IA,1964
1729,2742.0,IA,1965
1730,2762.0,IA,1966
1731,2793.0,IA,1967
1732,2803.0,IA,1968
1733,2805.0,IA,1969
1734,2825.368,IA,1970
1735,2851.705,IA,1971
1736,2860.287,IA,1972
1737,2863.715,IA,1973
1738,2867.53,IA,1974
1739,2880.847,IA,1975
1740,2903.082,IA,1976
1741,2913.573,IA,1977
1742,2918.069,IA,1978
1743,2915.739,IA,1979
1744,2914.018,IA,1980
1745,2907.983,IA,1981
1746,2888.189,IA,1982
1747,2870.543,IA,1983
1748,2858.618,IA,1984
1749,2829.684,IA,1985
1750,2791.97,IA,1986
1751,2767.011,IA,1987
1752,2768.388,IA,1988
1753,2770.592,IA,1989
1754,2779.769,IA,1990
1755,2791.227,IA,1991
1756,2806.923,IA,1992
1757,2820.525,IA,1993
1758,2829.422,IA,1994
1759,2840.86,IA,1995
1760,2848.473,IA,1996
1761,2854.396,IA,1997
1762,2861.025,IA,1998
1763,2869.413,IA,1999
1764,2929.067,IA,2000
1765,2931.997,IA,2001
1766,2934.234,IA,2002
1767,2941.999,IA,2003
1768,2953.635,IA,2004
1769,2964.454,IA,2005
1770,2982.644,IA,2006
1771,2999.212,IA,2007
1772,3016.734,IA,2008
1773,3032.87,IA,2009
1774,3050.819,IA,2010
1775,3066.772,IA,2011
1776,3076.844,IA,2012
1777,3093.935,IA,2013
1778,3110.643,IA,2014
1779,3122.541,IA,2015
1780,3133.21,IA,2016
1781,3143.734,IA,2017
1782,3149.9,IA,2018
1783,3159.596,IA,2019
1784,3191.081,IA,2020
1785,3199.037,IA,2021
1786,3201.89,IA,2022
1787,3214.739,IA,2023
1788,3230.454,IA,2024
1789,3238.387,IA,2025
1790,1473.0,KS,1900
1791,1490.0,KS,1901
1792,1505.0,KS,1902
1793,1498.0,KS,1903
1794,1527.0,KS,1904
1795,1555.0,KS,1905
1796,1576.0,KS,1906
1797,1612.0,KS,1907
1798,1629.0,KS,1908
1799,1658.0,KS,1909
1800,1692.0,KS,1910
1801,1684.0,KS,1911
1802,1671.0,KS,1912
1803,1663.0,KS,1913
1804,1662.0,KS,1914
1805,1687.0,KS,1915
1806,1727.0,KS,1916
1807,1748.0,KS,1917
1808,1729.0,KS,1918
1809,1756.0,KS,1919
1810,1769.0,KS,1920
1811,1779.0,KS,1921
1812,1799.0,KS,1922
1813,1808.0,KS,1923
1814,1807.0,KS,1924
1815,1825.0,KS,1925
1816,1836.0,KS,1926
1817,1836.0,KS,1927
1818,1850.0,KS,1928
1819,1867.0,KS,1929
1820,1883.0,KS,1930
1821,1881.0,KS,1931
1822,1883.0,KS,1932
1823,1877.0,KS,1933
1824,1868.0,KS,1934
1825,1872.0,KS,1935
1826,1869.0,KS,1936
1827,1856.0,KS,1937
1828,1842.0,KS,1938
1829,1824.0,KS,1939
1830,1788.0,KS,1940
1831,1765.0,KS,1941
1832,1760.0,KS,1942
1833,1796.0,KS,1943
1834,1779.0,KS,1944
1835,1731.0,KS,1945
1836,1805.0,KS,1946
1837,1853.0,KS,1947
1838,1892.0,KS,1948
1839,1925.0,KS,1949
1840,1916.0,KS,1950
1841,1950.0,KS,1951
1842,1977.0,KS,1952
1843,1994.0,KS,1953
1844,2042.0,KS,1954
1845,2093.0,KS,1955
1846,2119.0,KS,1956
1847,2128.0,KS,1957
1848,2142.0,KS,1958
1849,2160.0,KS,1959
1850,2183.0,KS,1960
1851,2215.0,KS,1961
1852,2231.0,KS,1962
1853,2217.0,KS,1963
1854,2209.0,KS,1964
1855,2206.0,KS,1965
1856,2200.0,KS,1966
1857,2197.0,KS,1967
1858,2216.0,KS,1968
1859,2236.0,KS,1969
1860,2249.071,KS,1970
1861,2246.6,KS,1971
1862,2256.375,KS,1972
1863,2265.603,KS,1973
1864,2269.499,KS,1974
1865,2280.578,KS,1975
1866,2301.001,KS,1976
1867,2320.647,KS,1977
1868,2335.657,KS,1978
1869,2350.906,KS,1979
1870,2369.039,KS,1980
1871,2384.849,KS,1981
1872,2401.202,KS,1982
1873,2415.531,KS,1983
1874,2424.086,KS,1984
1875,2427.405,KS,1985
1876,2432.619,KS,1986
1877,2445.367,KS,1987
1878,2461.996,KS,1988
1879,2472.849,KS,1989
1880,2480.683,KS,1990
1881,2495.209,KS,1991
1882,2526.042,KS,1992
1883,2547.605,KS,1993
1884,2569.118,KS,1994
1885,2586.942,KS,1995
1886,2598.266,KS,1996
1887,2616.339,KS,1997
1888,2638.667,KS,1998
1889,2654.052,KS,1999
1890,2693.681,KS,2000
1891,2702.162,KS,2001
1892,2713.535,KS,2002
1893,2723.004,KS,2003
1894,2734.373,KS,2004
1895,2745.299,KS,2005
1896,2762.931,KS,2006
1897,2783.785,KS,2007
1898,2808.076,KS,2008
1899,2832.704,KS,2009
1900,2858.266,KS,2010
1901,2869.677,KS,2011
1902,2886.024,KS,2012
1903,2894.306,KS,2013
1904,2901.861,KS,2014
1905,2910.717,KS,2015
1906,2912.977,KS,2016
1907,2910.892,KS,2017
1908,2912.748,KS,2018
1909,2912.635,KS,2019
1910,2938.274,KS,2020
1911,2938.966,KS,2021
1912,2938.034,KS,2022
1913,2949.749,KS,2023
1914,2965.252,KS,2024
1915,2977.22,KS,2025
1916,2148.0,KY,1900
1917,2162.0,KY,1901
1918,2177.0,KY,1902
1919,2191.0,KY,1903
1920,2205.0,KY,1904
1921,2220.0,KY,1905
1922,2234.0,KY,1906
1923,2249.0,KY,1907
1924,2263.0,KY,1908
1925,2278.0,KY,1909
1926,2299.0,KY,1910
1927,2324.0,KY,1911
1928,2347.0,KY,1912
1929,2374.0,KY,1913
1930,2395.0,KY,1914
1931,2401.0,KY,1915
1932,2411.0,KY,1916
1933,2421.0,KY,1917
1934,2425.0,KY,1918
1935,2413.0,KY,1919
1936,2421.0,KY,1920
1937,2436.0,KY,1921
1938,2450.0,KY,1922
1939,2480.0,KY,1923
1940,2531.0,KY,1924
1941,2520.0,KY,1925
1942,2545.0,KY,1926
1943,2551.0,KY,1927
1944,2567.0,KY,1928
1945,2606.0,KY,1929
1946,2623.0,KY,1930
1947,2652.0,KY,1931
1948,2676.0,KY,1932
1949,2698.0,KY,1933
1950,2722.0,KY,1934
1951,2748.0,KY,1935
1952,2768.0,KY,1936
1953,2784.0,KY,1937
1954,2800.0,KY,1938
1955,2825.0,KY,1939
1956,2859.0,KY,1940
1957,2824.0,KY,1941
1958,2797.0,KY,1942
1959,2693.0,KY,1943
1960,2631.0,KY,1944
1961,2597.0,KY,1945
1962,2761.0,KY,1946
1963,2803.0,KY,1947
1964,2817.0,KY,1948
1965,2849.0,KY,1949
1966,2936.0,KY,1950
1967,2941.0,KY,1951
1968,2920.0,KY,1952
1969,2903.0,KY,1953
1970,2902.0,KY,1954
1971,2910.0,KY,1955
1972,2898.0,KY,1956
1973,2928.0,KY,1957
1974,2961.0,KY,1958
1975,2999.0,KY,1959
1976,3041.0,KY,1960
1977,3054.0,KY,1961
1978,3079.0,KY,1962
1979,3096.0,KY,1963
1980,3129.0,KY,1964
1981,3140.0,KY,1965
1982,3147.0,KY,1966
1983,3172.0,KY,1967
1984,3195.0,KY,1968
1985,3198.0,KY,1969
1986,3220.711,KY,1970
1987,3298.053,KY,1971
1988,3335.728,KY,1972
1989,3371.024,KY,1973
1990,3416.315,KY,1974
1991,3467.769,KY,1975
1992,3529.257,KY,1976
1993,3573.693,KY,1977
1994,3609.976,KY,1978
1995,3641.804,KY,1979
1996,3664.221,KY,1980
1997,3670.394,KY,1981
1998,3683.445,KY,1982
1999,3694.484,KY,1983
2000,3695.453,KY,1984
2001,3694.826,KY,1985
2002,3687.809,KY,1986
2003,3683.329,KY,1987
2004,3679.999,KY,1988
2005,3677.306,KY,1989
2006,3692.584,KY,1990
2007,3714.686,KY,1991
2008,3756.358,KY,1992
2009,3792.288,KY,1993
2010,3823.215,KY,1994
2011,3855.248,KY,1995
2012,3881.051,KY,1996
2013,3907.816,KY,1997
2014,3934.31,KY,1998
2015,3960.825,KY,1999
2016,4049.021,KY,2000
2017,4068.132,KY,2001
2018,4089.875,KY,2002
2019,4117.17,KY,2003
2020,4146.101,KY,2004
2021,4182.742,KY,2005
2022,4219.239,KY,2006
2023,4256.672,KY,2007
2024,4289.878,KY,2008
2025,4317.074,KY,2009
2026,4348.464,KY,2010
2027,4370.817,KY,2011
2028,4387.865,KY,2012
2029,4406.906,KY,2013
2030,4416.992,KY,2014
2031,4429.126,KY,2015
2032,4440.306,KY,2016
2033,4455.59,KY,2017
2034,4464.273,KY,2018
2035,4472.345,KY,2019
2036,4508.271,KY,2020
2037,4508.348,KY,2021
2038,4521.238,KY,2022
2039,4549.953,KY,2023
2040,4584.046,KY,2024
2041,4606.864,KY,2025
2042,1384.0,LA,1900
2043,1412.0,LA,1901
2044,1440.0,LA,1902
2045,1467.0,LA,1903
2046,1495.0,LA,1904
2047,1523.0,LA,1905
2048,1551.0,LA,1906
2049,1579.0,LA,1907
2050,1607.0,LA,1908
2051,1634.0,LA,1909
2052,1667.0,LA,1910
2053,1695.0,LA,1911
2054,1709.0,LA,1912
2055,1727.0,LA,1913
2056,1740.0,LA,1914
2057,1755.0,LA,1915
2058,1799.0,LA,1916
2059,1795.0,LA,1917
2060,1746.0,LA,1918
2061,1756.0,LA,1919
2062,1813.0,LA,1920
2063,1847.0,LA,1921
2064,1871.0,LA,1922
2065,1903.0,LA,1923
2066,1939.0,LA,1924
2067,1972.0,LA,1925
2068,2005.0,LA,1926
2069,2039.0,LA,1927
2070,2064.0,LA,1928
2071,2086.0,LA,1929
2072,2105.0,LA,1930
2073,2124.0,LA,1931
2074,2155.0,LA,1932
2075,2178.0,LA,1933
2076,2202.0,LA,1934
2077,2228.0,LA,1935
2078,2246.0,LA,1936
2079,2257.0,LA,1937
2080,2285.0,LA,1938
2081,2334.0,LA,1939
2082,2370.0,LA,1940
2083,2484.0,LA,1941
2084,2546.0,LA,1942
2085,2565.0,LA,1943
2086,2508.0,LA,1944
2087,2429.0,LA,1945
2088,2556.0,LA,1946
2089,2579.0,LA,1947
2090,2596.0,LA,1948
